bundesland,refdatum,idbundesland,anzahlfall,anzahltodesfall,neuerfall,neuertodesfall,neugenesen,anzahlgenesen,datum
Berlin,2020/03/13 00:00:00,11,186,1,0,-1440,-9,185,13mar2020
Berlin,2020/03/14 00:00:00,11,181,3,0,-1377,-27,178,14mar2020
Berlin,2020/03/15 00:00:00,11,197,3,0,-1566,-27,194,15mar2020
Berlin,2020/03/16 00:00:00,11,239,2,0,-1926,-18,237,16mar2020
Berlin,2020/03/17 00:00:00,11,211,5,0,-1638,-45,206,17mar2020
Berlin,2020/03/18 00:00:00,11,209,4,0,-1593,-36,205,18mar2020
Berlin,2020/03/19 00:00:00,11,181,3,0,-1413,-27,178,19mar2020
Berlin,2020/03/20 00:00:00,11,187,3,0,-1395,-27,184,20mar2020
Berlin,2020/03/21 00:00:00,11,148,1,0,-1170,-9,147,21mar2020
Berlin,2020/03/22 00:00:00,11,125,5,0,-981,-45,120,22mar2020
Berlin,2020/03/23 00:00:00,11,194,8,0,-1548,-72,186,23mar2020
Berlin,2020/03/24 00:00:00,11,133,2,0,-1080,-18,131,24mar2020
Berlin,2020/03/25 00:00:00,11,141,7,0,-1134,-63,134,25mar2020
Berlin,2020/03/26 00:00:00,11,152,3,0,-1152,-27,149,26mar2020
Berlin,2020/03/27 00:00:00,11,138,4,0,-936,-36,134,27mar2020
Berlin,2020/03/28 00:00:00,11,121,3,0,-945,-27,118,28mar2020
Berlin,2020/03/29 00:00:00,11,96,5,0,-783,-45,91,29mar2020
Berlin,2020/03/30 00:00:00,11,140,7,0,-1089,-63,133,30mar2020
Berlin,2020/03/31 00:00:00,11,105,7,0,-828,-63,98,31mar2020
Berlin,2020/04/01 00:00:00,11,124,9,0,-963,-72,115,01apr2020
Berlin,2020/04/02 00:00:00,11,128,7,0,-954,-63,121,02apr2020
Berlin,2020/04/03 00:00:00,11,144,11,0,-972,-99,133,03apr2020
Berlin,2020/04/04 00:00:00,11,88,4,0,-702,-36,84,04apr2020
Berlin,2020/04/05 00:00:00,11,82,5,0,-648,-45,77,05apr2020
Berlin,2020/04/06 00:00:00,11,126,6,0,-927,-54,120,06apr2020
Berlin,2020/04/07 00:00:00,11,123,9,0,-891,-72,114,07apr2020
Berlin,2020/04/08 00:00:00,11,87,2,0,-657,-18,85,08apr2020
Berlin,2020/04/09 00:00:00,11,103,4,0,-783,-36,99,09apr2020
Berlin,2020/04/10 00:00:00,11,84,2,0,-702,-18,82,10apr2020
Berlin,2020/04/11 00:00:00,11,75,1,0,-531,-9,74,11apr2020
Berlin,2020/04/12 00:00:00,11,63,1,0,-540,-9,62,12apr2020
Berlin,2020/04/13 00:00:00,11,65,0,0,-513,0,65,13apr2020
Berlin,2020/04/14 00:00:00,11,75,5,0,-603,-45,70,14apr2020
Berlin,2020/04/15 00:00:00,11,58,2,0,-477,-27,55,15apr2020
Berlin,2020/04/16 00:00:00,11,63,3,0,-513,-27,60,16apr2020
Berlin,2020/04/17 00:00:00,11,66,3,0,-513,-27,63,17apr2020
Berlin,2020/04/18 00:00:00,11,57,2,0,-441,-18,55,18apr2020
Berlin,2020/04/19 00:00:00,11,39,2,0,-315,-18,37,19apr2020
Berlin,2020/04/20 00:00:00,11,49,3,0,-405,-27,46,20apr2020
Berlin,2020/04/21 00:00:00,11,48,1,0,-414,-9,47,21apr2020
Berlin,2020/04/22 00:00:00,11,58,4,0,-450,-35,54,22apr2020
Berlin,2020/04/23 00:00:00,11,52,2,0,-414,-18,50,23apr2020
Berlin,2020/04/24 00:00:00,11,55,3,0,-441,-18,52,24apr2020
Berlin,2020/04/25 00:00:00,11,48,1,0,-306,-9,47,25apr2020
Berlin,2020/04/26 00:00:00,11,35,2,0,-288,-18,33,26apr2020
Berlin,2020/04/27 00:00:00,11,58,5,0,-468,-27,53,27apr2020
Berlin,2020/04/28 00:00:00,11,59,4,0,-459,-234,32,28apr2020
Berlin,2020/04/29 00:00:00,11,54,1,0,-441,-198,31,29apr2020
Berlin,2020/04/30 00:00:00,11,50,2,0,-396,-99,37,30apr2020
Berlin,2020/05/01 00:00:00,11,25,0,0,-216,-27,22,01may2020
Berlin,2020/05/02 00:00:00,11,33,1,0,-279,-63,25,02may2020
Berlin,2020/05/03 00:00:00,11,31,2,0,-243,-72,23,03may2020
Berlin,2020/05/04 00:00:00,11,34,0,0,-279,-90,23,04may2020
Berlin,2020/05/05 00:00:00,11,49,1,0,-414,-144,32,05may2020
Berlin,2020/05/06 00:00:00,11,36,1,0,-288,-108,22,06may2020
Berlin,2020/05/07 00:00:00,11,33,0,0,-279,-90,22,07may2020
Berlin,2020/05/08 00:00:00,11,16,0,0,-144,-27,13,08may2020
Berlin,2020/05/09 00:00:00,11,14,0,0,-126,-9,13,09may2020
Berlin,2020/05/10 00:00:00,11,11,1,0,-90,-54,5,10may2020
Berlin,2020/05/11 00:00:00,11,20,0,0,-180,-11,17,11may2020
Berlin,2020/05/12 00:00:00,11,25,0,0,-198,-189,1,12may2020
Berlin,2020/05/13 00:00:00,11,37,0,0,-279,-270,1,13may2020
Berlin,2020/05/14 00:00:00,11,21,0,0,-162,-162,0,14may2020
Berlin,2020/05/15 00:00:00,11,20,0,0,-180,-180,0,15may2020
Berlin,2020/05/16 00:00:00,11,20,0,0,-171,-171,0,16may2020
Berlin,2020/05/17 00:00:00,11,13,0,0,-99,-99,0,17may2020
Berlin,2020/05/18 00:00:00,11,33,0,0,-252,-252,0,18may2020
Berlin,2020/05/19 00:00:00,11,27,1,0,-198,-207,0,19may2020
Berlin,2020/05/20 00:00:00,11,20,0,1,-171,-171,0,20may2020
Berlin,2020/05/21 00:00:00,11,4,0,0,-36,-36,0,21may2020
Berlin,2020/05/22 00:00:00,11,25,0,1,-180,-180,0,22may2020
Berlin,2020/05/23 00:00:00,11,5,0,2,-45,-45,0,23may2020
Berlin,2020/05/24 00:00:00,11,1,0,1,-9,-9,0,24may2020
Brandenburg,2020/01/31 00:00:00,12,1,0,0,-9,0,1,31jan2020
Brandenburg,2020/02/10 00:00:00,12,1,0,0,-9,0,1,10feb2020
Brandenburg,2020/02/20 00:00:00,12,1,0,0,-9,0,1,20feb2020
Brandenburg,2020/02/24 00:00:00,12,1,0,0,-9,0,1,24feb2020
Brandenburg,2020/02/27 00:00:00,12,2,0,0,-18,0,2,27feb2020
Brandenburg,2020/02/29 00:00:00,12,3,1,0,-18,-9,2,29feb2020
Brandenburg,2020/03/01 00:00:00,12,2,0,0,-18,0,2,01mar2020
Brandenburg,2020/03/02 00:00:00,12,4,0,0,-36,0,4,02mar2020
Brandenburg,2020/03/04 00:00:00,12,8,0,0,-72,0,8,04mar2020
Brandenburg,2020/03/05 00:00:00,12,4,0,0,-36,0,4,05mar2020
Brandenburg,2020/03/06 00:00:00,12,15,0,0,-135,0,15,06mar2020
Brandenburg,2020/03/07 00:00:00,12,10,0,0,-90,0,10,07mar2020
Brandenburg,2020/03/08 00:00:00,12,13,0,0,-117,0,13,08mar2020
Brandenburg,2020/03/09 00:00:00,12,30,0,0,-261,0,30,09mar2020
Brandenburg,2020/03/10 00:00:00,12,25,1,0,-216,-9,24,10mar2020
Brandenburg,2020/03/11 00:00:00,12,39,0,0,-333,0,39,11mar2020
Brandenburg,2020/03/12 00:00:00,12,58,0,0,-495,0,58,12mar2020
Brandenburg,2020/03/13 00:00:00,12,68,0,0,-603,0,68,13mar2020
Brandenburg,2020/03/14 00:00:00,12,64,0,0,-567,0,64,14mar2020
Brandenburg,2020/03/15 00:00:00,12,58,3,0,-477,-27,55,15mar2020
Brandenburg,2020/03/16 00:00:00,12,82,0,0,-702,0,82,16mar2020
Brandenburg,2020/03/17 00:00:00,12,63,0,0,-531,0,63,17mar2020
Brandenburg,2020/03/18 00:00:00,12,80,2,0,-684,-18,78,18mar2020
Brandenburg,2020/03/19 00:00:00,12,65,0,0,-558,0,65,19mar2020
Brandenburg,2020/03/20 00:00:00,12,79,4,0,-639,-36,75,20mar2020
Brandenburg,2020/03/21 00:00:00,12,56,3,0,-477,-27,53,21mar2020
Brandenburg,2020/03/22 00:00:00,12,56,3,0,-450,-27,53,22mar2020
Brandenburg,2020/03/23 00:00:00,12,82,2,0,-684,-18,80,23mar2020
Brandenburg,2020/03/24 00:00:00,12,61,4,0,-477,-36,57,24mar2020
Brandenburg,2020/03/25 00:00:00,12,54,3,0,-432,-27,51,25mar2020
Brandenburg,2020/03/26 00:00:00,12,61,4,0,-495,-36,57,26mar2020
Brandenburg,2020/03/27 00:00:00,12,65,6,0,-522,-54,59,27mar2020
Brandenburg,2020/03/28 00:00:00,12,67,8,0,-468,-72,59,28mar2020
Brandenburg,2020/03/29 00:00:00,12,51,6,0,-360,-54,45,29mar2020
Brandenburg,2020/03/30 00:00:00,12,66,5,0,-504,-45,61,30mar2020
Brandenburg,2020/03/31 00:00:00,12,64,4,0,-486,-36,60,31mar2020
Brandenburg,2020/04/01 00:00:00,12,78,5,0,-567,-36,73,01apr2020
Brandenburg,2020/04/02 00:00:00,12,94,5,0,-630,-36,89,02apr2020
Brandenburg,2020/04/03 00:00:00,12,107,19,0,-666,-126,88,03apr2020
Brandenburg,2020/04/04 00:00:00,12,50,5,0,-351,-45,45,04apr2020
Brandenburg,2020/04/05 00:00:00,12,49,1,0,-351,-9,48,05apr2020
Brandenburg,2020/04/06 00:00:00,12,71,6,0,-477,-54,65,06apr2020
Brandenburg,2020/04/07 00:00:00,12,77,7,0,-513,-63,70,07apr2020
Brandenburg,2020/04/08 00:00:00,12,112,5,0,-531,-45,107,08apr2020
Brandenburg,2020/04/09 00:00:00,12,70,1,0,-567,-9,69,09apr2020
Brandenburg,2020/04/10 00:00:00,12,38,4,0,-288,-36,34,10apr2020
Brandenburg,2020/04/11 00:00:00,12,42,5,0,-315,-45,37,11apr2020
Brandenburg,2020/04/12 00:00:00,12,34,4,0,-261,-36,30,12apr2020
Brandenburg,2020/04/13 00:00:00,12,33,2,0,-270,-18,31,13apr2020
Brandenburg,2020/04/14 00:00:00,12,52,0,0,-405,0,52,14apr2020
Brandenburg,2020/04/15 00:00:00,12,48,4,0,-351,-36,44,15apr2020
Brandenburg,2020/04/16 00:00:00,12,32,3,0,-261,-27,29,16apr2020
Brandenburg,2020/04/17 00:00:00,12,68,2,0,-369,-18,66,17apr2020
Brandenburg,2020/04/18 00:00:00,12,68,3,0,-333,-27,65,18apr2020
Brandenburg,2020/04/19 00:00:00,12,24,0,0,-198,0,24,19apr2020
Brandenburg,2020/04/20 00:00:00,12,70,4,0,-432,-36,66,20apr2020
Brandenburg,2020/04/21 00:00:00,12,34,1,0,-261,-9,33,21apr2020
Brandenburg,2020/04/22 00:00:00,12,28,0,0,-207,0,28,22apr2020
Brandenburg,2020/04/23 00:00:00,12,43,0,0,-324,0,43,23apr2020
Brandenburg,2020/04/24 00:00:00,12,68,1,0,-369,-9,67,24apr2020
Brandenburg,2020/04/25 00:00:00,12,29,0,0,-243,0,29,25apr2020
Brandenburg,2020/04/26 00:00:00,12,16,0,0,-126,0,16,26apr2020
Brandenburg,2020/04/27 00:00:00,12,41,2,0,-324,-10,39,27apr2020
Brandenburg,2020/04/28 00:00:00,12,36,1,0,-261,-54,30,28apr2020
Brandenburg,2020/04/29 00:00:00,12,31,2,0,-243,-81,22,29apr2020
Brandenburg,2020/04/30 00:00:00,12,13,0,0,-99,-45,8,30apr2020
Brandenburg,2020/05/01 00:00:00,12,21,0,0,-171,-9,20,01may2020
Brandenburg,2020/05/02 00:00:00,12,9,1,0,-72,-36,5,02may2020
Brandenburg,2020/05/03 00:00:00,12,6,0,0,-45,-9,5,03may2020
Brandenburg,2020/05/04 00:00:00,12,12,1,0,-99,-36,8,04may2020
Brandenburg,2020/05/05 00:00:00,12,40,0,0,-198,-54,32,05may2020
Brandenburg,2020/05/06 00:00:00,12,17,0,0,-99,-27,10,06may2020
Brandenburg,2020/05/07 00:00:00,12,8,0,0,-63,-18,5,07may2020
Brandenburg,2020/05/08 00:00:00,12,20,1,0,-162,-27,17,08may2020
Brandenburg,2020/05/09 00:00:00,12,7,0,0,-63,-9,6,09may2020
Brandenburg,2020/05/10 00:00:00,12,1,0,0,-9,0,1,10may2020
Brandenburg,2020/05/11 00:00:00,12,6,0,0,-54,-34,2,11may2020
Brandenburg,2020/05/12 00:00:00,12,6,0,0,-45,-45,0,12may2020
Brandenburg,2020/05/13 00:00:00,12,8,0,0,-72,-72,0,13may2020
Brandenburg,2020/05/14 00:00:00,12,13,0,0,-90,-90,0,14may2020
Brandenburg,2020/05/15 00:00:00,12,2,0,0,-18,-18,0,15may2020
Brandenburg,2020/05/16 00:00:00,12,11,0,0,-72,-72,0,16may2020
Brandenburg,2020/05/17 00:00:00,12,2,0,0,-18,-18,0,17may2020
Brandenburg,2020/05/18 00:00:00,12,2,0,0,-18,-18,0,18may2020
Brandenburg,2020/05/19 00:00:00,12,3,0,0,-27,-27,0,19may2020
Brandenburg,2020/05/20 00:00:00,12,5,0,0,-45,-45,0,20may2020
Mecklenburg-Vorpommern,2020/02/12 00:00:00,13,1,0,0,-9,0,1,12feb2020
Mecklenburg-Vorpommern,2020/02/28 00:00:00,13,1,0,0,-9,0,1,28feb2020
Mecklenburg-Vorpommern,2020/02/29 00:00:00,13,1,0,0,-9,0,1,29feb2020
Mecklenburg-Vorpommern,2020/03/01 00:00:00,13,2,0,0,-18,0,2,01mar2020
Mecklenburg-Vorpommern,2020/03/02 00:00:00,13,2,0,0,-18,0,2,02mar2020
Mecklenburg-Vorpommern,2020/03/03 00:00:00,13,1,0,0,-9,0,1,03mar2020
Mecklenburg-Vorpommern,2020/03/04 00:00:00,13,5,0,0,-45,0,5,04mar2020
Mecklenburg-Vorpommern,2020/03/05 00:00:00,13,5,0,0,-45,0,5,05mar2020
Mecklenburg-Vorpommern,2020/03/06 00:00:00,13,5,0,0,-45,0,5,06mar2020
Mecklenburg-Vorpommern,2020/03/07 00:00:00,13,3,0,0,-27,0,3,07mar2020
Mecklenburg-Vorpommern,2020/03/08 00:00:00,13,9,0,0,-81,0,9,08mar2020
Mecklenburg-Vorpommern,2020/03/09 00:00:00,13,10,0,0,-90,0,10,09mar2020
Mecklenburg-Vorpommern,2020/03/10 00:00:00,13,9,0,0,-81,0,9,10mar2020
Mecklenburg-Vorpommern,2020/03/11 00:00:00,13,17,0,0,-153,0,17,11mar2020
Mecklenburg-Vorpommern,2020/03/12 00:00:00,13,11,0,0,-90,0,11,12mar2020
Mecklenburg-Vorpommern,2020/03/13 00:00:00,13,26,0,0,-207,0,26,13mar2020
Mecklenburg-Vorpommern,2020/03/14 00:00:00,13,10,0,0,-81,0,10,14mar2020
Mecklenburg-Vorpommern,2020/03/15 00:00:00,13,17,0,0,-144,0,17,15mar2020
Mecklenburg-Vorpommern,2020/03/16 00:00:00,13,24,0,0,-216,0,24,16mar2020
Mecklenburg-Vorpommern,2020/03/17 00:00:00,13,31,0,0,-243,0,31,17mar2020
Mecklenburg-Vorpommern,2020/03/18 00:00:00,13,40,0,0,-351,0,40,18mar2020
Mecklenburg-Vorpommern,2020/03/19 00:00:00,13,13,0,0,-99,0,13,19mar2020
Mecklenburg-Vorpommern,2020/03/20 00:00:00,13,26,1,0,-225,-9,25,20mar2020
Mecklenburg-Vorpommern,2020/03/21 00:00:00,13,16,1,0,-135,-9,15,21mar2020
Mecklenburg-Vorpommern,2020/03/22 00:00:00,13,9,0,0,-81,0,9,22mar2020
Mecklenburg-Vorpommern,2020/03/23 00:00:00,13,26,0,0,-216,0,26,23mar2020
Mecklenburg-Vorpommern,2020/03/24 00:00:00,13,24,1,0,-189,-9,23,24mar2020
Mecklenburg-Vorpommern,2020/03/25 00:00:00,13,19,1,0,-162,-9,18,25mar2020
Mecklenburg-Vorpommern,2020/03/26 00:00:00,13,21,0,0,-144,0,21,26mar2020
Mecklenburg-Vorpommern,2020/03/27 00:00:00,13,33,1,0,-252,-9,32,27mar2020
Mecklenburg-Vorpommern,2020/03/28 00:00:00,13,16,0,0,-126,0,16,28mar2020
Mecklenburg-Vorpommern,2020/03/29 00:00:00,13,14,0,0,-117,0,14,29mar2020
Mecklenburg-Vorpommern,2020/03/30 00:00:00,13,16,1,0,-117,-9,15,30mar2020
Mecklenburg-Vorpommern,2020/03/31 00:00:00,13,29,4,0,-180,-36,25,31mar2020
Mecklenburg-Vorpommern,2020/04/01 00:00:00,13,20,4,0,-144,-36,16,01apr2020
Mecklenburg-Vorpommern,2020/04/02 00:00:00,13,19,0,0,-171,0,19,02apr2020
Mecklenburg-Vorpommern,2020/04/03 00:00:00,13,11,0,0,-81,0,11,03apr2020
Mecklenburg-Vorpommern,2020/04/04 00:00:00,13,9,0,0,-81,0,9,04apr2020
Mecklenburg-Vorpommern,2020/04/05 00:00:00,13,8,0,0,-72,0,8,05apr2020
Mecklenburg-Vorpommern,2020/04/06 00:00:00,13,11,1,0,-90,-9,10,06apr2020
Mecklenburg-Vorpommern,2020/04/07 00:00:00,13,26,1,0,-180,-9,25,07apr2020
Mecklenburg-Vorpommern,2020/04/08 00:00:00,13,12,0,0,-108,0,12,08apr2020
Mecklenburg-Vorpommern,2020/04/09 00:00:00,13,9,1,0,-45,-9,8,09apr2020
Mecklenburg-Vorpommern,2020/04/10 00:00:00,13,5,0,0,-45,0,5,10apr2020
Mecklenburg-Vorpommern,2020/04/11 00:00:00,13,11,1,0,-54,-9,10,11apr2020
Mecklenburg-Vorpommern,2020/04/12 00:00:00,13,8,0,0,-72,0,8,12apr2020
Mecklenburg-Vorpommern,2020/04/13 00:00:00,13,2,0,0,-18,0,2,13apr2020
Mecklenburg-Vorpommern,2020/04/14 00:00:00,13,4,0,0,-36,0,4,14apr2020
Mecklenburg-Vorpommern,2020/04/15 00:00:00,13,4,0,0,-36,0,4,15apr2020
Mecklenburg-Vorpommern,2020/04/16 00:00:00,13,2,0,0,-18,0,2,16apr2020
Mecklenburg-Vorpommern,2020/04/17 00:00:00,13,7,1,0,-54,-9,6,17apr2020
Mecklenburg-Vorpommern,2020/04/18 00:00:00,13,1,0,0,-9,0,1,18apr2020
Mecklenburg-Vorpommern,2020/04/19 00:00:00,13,2,0,0,-18,0,2,19apr2020
Mecklenburg-Vorpommern,2020/04/20 00:00:00,13,2,0,0,-18,0,2,20apr2020
Mecklenburg-Vorpommern,2020/04/21 00:00:00,13,5,0,0,-45,0,5,21apr2020
Mecklenburg-Vorpommern,2020/04/22 00:00:00,13,5,0,0,-45,0,5,22apr2020
Mecklenburg-Vorpommern,2020/04/23 00:00:00,13,1,0,0,-9,0,1,23apr2020
Mecklenburg-Vorpommern,2020/04/24 00:00:00,13,6,1,0,-36,-9,5,24apr2020
Mecklenburg-Vorpommern,2020/04/25 00:00:00,13,5,0,0,-45,0,5,25apr2020
Mecklenburg-Vorpommern,2020/04/26 00:00:00,13,8,0,0,-63,0,8,26apr2020
Mecklenburg-Vorpommern,2020/04/27 00:00:00,13,5,0,0,-45,0,5,27apr2020
Mecklenburg-Vorpommern,2020/04/28 00:00:00,13,1,0,0,-9,-9,0,28apr2020
Mecklenburg-Vorpommern,2020/04/29 00:00:00,13,6,0,0,-45,-9,5,29apr2020
Mecklenburg-Vorpommern,2020/04/30 00:00:00,13,5,0,0,-45,0,5,30apr2020
Mecklenburg-Vorpommern,2020/05/01 00:00:00,13,2,0,0,-18,-18,0,01may2020
Mecklenburg-Vorpommern,2020/05/02 00:00:00,13,3,0,0,-27,-9,2,02may2020
Mecklenburg-Vorpommern,2020/05/03 00:00:00,13,3,0,0,-18,0,3,03may2020
Mecklenburg-Vorpommern,2020/05/04 00:00:00,13,3,0,0,-27,-9,2,04may2020
Mecklenburg-Vorpommern,2020/05/05 00:00:00,13,4,0,0,-36,-27,1,05may2020
Mecklenburg-Vorpommern,2020/05/06 00:00:00,13,3,0,0,-27,-9,2,06may2020
Mecklenburg-Vorpommern,2020/05/07 00:00:00,13,2,0,0,-18,0,2,07may2020
Mecklenburg-Vorpommern,2020/05/08 00:00:00,13,4,0,0,-36,-9,3,08may2020
Mecklenburg-Vorpommern,2020/05/09 00:00:00,13,1,0,0,-9,0,1,09may2020
Mecklenburg-Vorpommern,2020/05/10 00:00:00,13,1,0,0,-9,-9,0,10may2020
Mecklenburg-Vorpommern,2020/05/12 00:00:00,13,2,0,0,-18,-18,0,12may2020
Mecklenburg-Vorpommern,2020/05/13 00:00:00,13,3,0,0,-27,-27,0,13may2020
Mecklenburg-Vorpommern,2020/05/14 00:00:00,13,6,0,0,-54,-54,0,14may2020
Mecklenburg-Vorpommern,2020/05/15 00:00:00,13,3,0,0,-18,-18,0,15may2020
Mecklenburg-Vorpommern,2020/05/16 00:00:00,13,2,0,0,-18,-18,0,16may2020
Mecklenburg-Vorpommern,2020/05/18 00:00:00,13,1,0,0,-9,-9,0,18may2020
Mecklenburg-Vorpommern,2020/05/20 00:00:00,13,5,0,0,-18,-18,0,20may2020
Sachsen,2020/01/30 00:00:00,14,1,0,0,-9,0,1,30jan2020
Sachsen,2020/02/13 00:00:00,14,1,0,0,-9,0,1,13feb2020
Sachsen,2020/02/17 00:00:00,14,1,0,0,-9,0,1,17feb2020
Sachsen,2020/02/24 00:00:00,14,2,0,0,-18,0,2,24feb2020
Sachsen,2020/02/25 00:00:00,14,1,0,0,-9,0,1,25feb2020
Sachsen,2020/02/26 00:00:00,14,1,0,0,-9,0,1,26feb2020
Sachsen,2020/02/28 00:00:00,14,4,0,0,-36,0,4,28feb2020
Sachsen,2020/02/29 00:00:00,14,1,0,0,-9,0,1,29feb2020
Sachsen,2020/03/02 00:00:00,14,5,0,0,-45,0,5,02mar2020
Sachsen,2020/03/03 00:00:00,14,8,0,0,-72,0,8,03mar2020
Sachsen,2020/03/04 00:00:00,14,5,0,0,-45,0,5,04mar2020
Sachsen,2020/03/05 00:00:00,14,8,0,0,-72,0,8,05mar2020
Sachsen,2020/03/06 00:00:00,14,14,0,0,-126,0,14,06mar2020
Sachsen,2020/03/07 00:00:00,14,10,0,0,-90,0,10,07mar2020
Sachsen,2020/03/08 00:00:00,14,28,0,0,-225,0,28,08mar2020
Sachsen,2020/03/09 00:00:00,14,35,0,0,-297,0,35,09mar2020
Sachsen,2020/03/10 00:00:00,14,39,0,0,-315,0,39,10mar2020
Sachsen,2020/03/11 00:00:00,14,66,1,0,-540,-9,65,11mar2020
Sachsen,2020/03/12 00:00:00,14,76,0,0,-612,0,76,12mar2020
Sachsen,2020/03/13 00:00:00,14,91,2,0,-720,-18,89,13mar2020
Sachsen,2020/03/14 00:00:00,14,102,2,0,-783,-18,100,14mar2020
Sachsen,2020/03/15 00:00:00,14,99,0,0,-828,0,99,15mar2020
Sachsen,2020/03/16 00:00:00,14,130,1,0,-1053,-9,129,16mar2020
Sachsen,2020/03/17 00:00:00,14,132,1,0,-1017,-9,131,17mar2020
Sachsen,2020/03/18 00:00:00,14,155,5,0,-1116,-45,150,18mar2020
Sachsen,2020/03/19 00:00:00,14,138,2,0,-900,-18,136,19mar2020
Sachsen,2020/03/20 00:00:00,14,148,4,0,-1098,-36,144,20mar2020
Sachsen,2020/03/21 00:00:00,14,147,5,0,-1035,-45,142,21mar2020
Sachsen,2020/03/22 00:00:00,14,115,7,0,-855,-63,108,22mar2020
Sachsen,2020/03/23 00:00:00,14,157,7,0,-1062,-63,150,23mar2020
Sachsen,2020/03/24 00:00:00,14,129,4,0,-891,-36,125,24mar2020
Sachsen,2020/03/25 00:00:00,14,143,5,0,-1035,-45,138,25mar2020
Sachsen,2020/03/26 00:00:00,14,126,4,0,-900,-36,122,26mar2020
Sachsen,2020/03/27 00:00:00,14,137,5,0,-945,-45,132,27mar2020
Sachsen,2020/03/28 00:00:00,14,142,8,0,-927,-72,134,28mar2020
Sachsen,2020/03/29 00:00:00,14,91,8,0,-684,-72,83,29mar2020
Sachsen,2020/03/30 00:00:00,14,138,6,0,-999,-54,132,30mar2020
Sachsen,2020/03/31 00:00:00,14,126,7,0,-873,-63,119,31mar2020
Sachsen,2020/04/01 00:00:00,14,147,9,0,-891,-72,138,01apr2020
Sachsen,2020/04/02 00:00:00,14,158,9,0,-846,-81,149,02apr2020
Sachsen,2020/04/03 00:00:00,14,161,5,0,-837,-36,156,03apr2020
Sachsen,2020/04/04 00:00:00,14,100,2,0,-684,-18,98,04apr2020
Sachsen,2020/04/05 00:00:00,14,79,6,0,-531,-36,73,05apr2020
Sachsen,2020/04/06 00:00:00,14,104,7,0,-774,-63,97,06apr2020
Sachsen,2020/04/07 00:00:00,14,128,8,0,-882,-72,120,07apr2020
Sachsen,2020/04/08 00:00:00,14,122,7,0,-747,-63,115,08apr2020
Sachsen,2020/04/09 00:00:00,14,85,9,0,-567,-81,76,09apr2020
Sachsen,2020/04/10 00:00:00,14,88,6,0,-522,-45,82,10apr2020
Sachsen,2020/04/11 00:00:00,14,67,1,0,-486,-9,66,11apr2020
Sachsen,2020/04/12 00:00:00,14,81,5,0,-476,-37,75,12apr2020
Sachsen,2020/04/13 00:00:00,14,43,5,0,-270,-45,38,13apr2020
Sachsen,2020/04/14 00:00:00,14,70,2,0,-477,-18,68,14apr2020
Sachsen,2020/04/15 00:00:00,14,47,4,0,-360,-36,43,15apr2020
Sachsen,2020/04/16 00:00:00,14,73,1,0,-504,-9,72,16apr2020
Sachsen,2020/04/17 00:00:00,14,51,1,0,-396,-9,50,17apr2020
Sachsen,2020/04/18 00:00:00,14,34,3,0,-261,-27,31,18apr2020
Sachsen,2020/04/19 00:00:00,14,30,1,0,-252,-9,29,19apr2020
Sachsen,2020/04/20 00:00:00,14,42,4,0,-324,-36,38,20apr2020
Sachsen,2020/04/21 00:00:00,14,24,0,0,-207,0,24,21apr2020
Sachsen,2020/04/22 00:00:00,14,45,2,0,-315,-18,43,22apr2020
Sachsen,2020/04/23 00:00:00,14,30,2,0,-243,-18,28,23apr2020
Sachsen,2020/04/24 00:00:00,14,35,1,0,-288,-9,34,24apr2020
Sachsen,2020/04/25 00:00:00,14,24,0,0,-198,0,24,25apr2020
Sachsen,2020/04/26 00:00:00,14,25,1,0,-207,-9,24,26apr2020
Sachsen,2020/04/27 00:00:00,14,24,2,0,-180,-14,22,27apr2020
Sachsen,2020/04/28 00:00:00,14,28,1,0,-234,-144,12,28apr2020
Sachsen,2020/04/29 00:00:00,14,28,2,0,-189,-63,20,29apr2020
Sachsen,2020/04/30 00:00:00,14,35,0,0,-297,-117,21,30apr2020
Sachsen,2020/05/01 00:00:00,14,22,4,0,-162,-108,10,01may2020
Sachsen,2020/05/02 00:00:00,14,26,1,0,-216,-117,13,02may2020
Sachsen,2020/05/03 00:00:00,14,22,1,0,-171,-18,20,03may2020
Sachsen,2020/05/04 00:00:00,14,26,1,0,-189,-127,8,04may2020
Sachsen,2020/05/05 00:00:00,14,27,2,0,-207,-72,19,05may2020
Sachsen,2020/05/06 00:00:00,14,33,0,0,-270,-144,15,06may2020
Sachsen,2020/05/07 00:00:00,14,22,0,0,-189,-99,10,07may2020
Sachsen,2020/05/08 00:00:00,14,39,0,0,-297,-117,24,08may2020
Sachsen,2020/05/09 00:00:00,14,21,0,0,-180,-81,11,09may2020
Sachsen,2020/05/10 00:00:00,14,15,2,0,-117,-72,7,10may2020
Sachsen,2020/05/11 00:00:00,14,21,1,0,-171,-90,10,11may2020
Sachsen,2020/05/12 00:00:00,14,18,0,0,-162,-153,1,12may2020
Sachsen,2020/05/13 00:00:00,14,29,1,0,-180,-189,0,13may2020
Sachsen,2020/05/14 00:00:00,14,29,1,0,-234,-243,0,14may2020
Sachsen,2020/05/15 00:00:00,14,19,0,0,-171,-171,0,15may2020
Sachsen,2020/05/16 00:00:00,14,16,0,0,-135,-135,0,16may2020
Sachsen,2020/05/17 00:00:00,14,10,0,0,-90,-90,0,17may2020
